,title,imdbid,year,gross_usa,running_time,budget
0,Kate & Leopold (2001),35423,2001,62672072.47,118,63840000.0
764,Canadian Bacon (1995),109370,1995,254155.05,91,17050000.0
797,The Jerky Boys (1995),110189,1995,11714709.35,82,12400000.0
838,The American President (1995),112346,1995,93123218.8,114,96100000.0
839,Angus (1995),112368,1995,7473726.45,90,2325000.0
840,Apollo 13 (1995),112384,1995,266710533.6,140,96100000.0
841,Assassins (1995),112401,1995,46969761.6,132,77500000.0
842,Babe (1995),112431,1995,98671310.5,91,46500000.0
843,Bad Boys (1995),112442,1995,102000887.2,118,29450000.0
844,Balto (1995),112453,1995,17589902.2,78,15500000.0
845,Batman Forever (1995),112462,1995,285248223.6,121,155000000.0
846,Before Sunrise (1995),112471,1995,8579877.75,105,3875000.0
847,Beyond Rangoon (1995),112495,1995,8912670.5,100,35650000.0
848,Blue in the Face (1995),112541,1995,1966385.8,83,3100000.0
849,Boys on the Side (1995),112571,1995,36332291.4,115,32550000.0
850,The Bridges of Madison County (1995),112579,1995,110850756.35,135,37200000.0
851,Casino (1995),112641,1995,65894181.25,178,80600000.0
852,Casper (1995),112642,1995,155508700.7,100,77500000.0
853,Clockers (1995),112688,1995,20260852.9,128,38750000.0
854,Congo (1995),112715,1995,125584256.55,109,77500000.0
855,Copycat (1995),112722,1995,49680471.35,123,31000000.0
856,Crimson Tide (1995),112740,1995,141650152.25,116,82150000.0
857,The Crossing Guard (1995),112744,1995,1346917.45,111,13950000.0
858,"Cry, the Beloved Country (1995)",112749,1995,1048613.75,106,6200000.0
859,Cutthroat Island (1995),112760,1995,15526849.1,124,151900000.0
860,Dangerous Minds (1995),112792,1995,131625071.55,99,44950000.0
861,Dead Man (1995),112817,1995,1608662.85,121,13950000.0
862,Dead Man Walking (1995),112818,1995,61013634.25,122,17050000.0
863,Desperado (1995),112851,1995,39378439.75,104,10850000.0
864,Devil in a Blue Dress (1995),112857,1995,25018274.1,102,41850000.0
865,Die Hard: With a Vengeance (1995),112864,1995,155019373.45,131,139500000.0
867,Father of the Bride Part II (1995),113041,1995,118720865.85,106,46500000.0
868,First Knight (1995),113071,1995,58280674.25,134,85250000.0
869,Fluke (1995),113089,1995,6181040.4,96,23250000.0
870,Forget Paris (1995),113097,1995,51425425.7,101,32550000.0
871,Four Rooms (1995),113101,1995,6598898.7,98,6200000.0
872,French Kiss (1995),113117,1995,60290123.7,111,38750000.0
873,Get Shorty (1995),113161,1995,111757514.1,105,46887500.0
874,Gold Diggers: The Secret of Bear Mountain (1995),113188,1995,9345091.05,93,13950000.0
875,The Grass Harp (1995),113211,1995,764160.85,107,12400000.0
876,Grumpier Old Men (1995),113228,1995,110853679.65,101,38750000.0
877,Heat (1995),113277,1995,104527067.9,170,93000000.0
878,Hideaway (1995),113303,1995,18911945.25,106,23250000.0
879,Home for the Holidays (1995),113321,1995,27154711.95,103,31000000.0
880,How to Make an American Quilt (1995),113347,1995,36580031.0,109,31000000.0
881,The Indian in the Cupboard (1995),113419,1995,55267003.05,96,69750000.0
882,Jade (1995),113451,1995,15269995.5,95,77500000.0
883,Jefferson in Paris (1995),113463,1995,3834185.4,139,21700000.0
884,Judge Dredd (1995),113492,1995,53774895.55,96,139500000.0
885,Jumanji (1995),113497,1995,155736635.95,104,100750000.0
886,Jury Duty (1995),113500,1995,26372712.15,88,32550000.0
887,Just Cause (1995),113501,1995,57122494.1,102,41850000.0
888,A Kid in King Arthur's Court (1995),113538,1995,20780411.35,89,38750000.0
889,Kids (1995),113540,1995,11488934.8,91,2325000.0
890,Kiss of Death (1995),113552,1995,23160754.1,101,62000000.0
891,Leaving Las Vegas (1995),113627,1995,49646388.4,111,5580000.0
892,Losing Isaiah (1995),113691,1995,11785837.3,111,26350000.0
893,Mighty Aphrodite (1995),113819,1995,10026171.9,95,23250000.0
894,Money Train (1995),113845,1995,54918225.15,110,93000000.0
895,Mr. Holland's Opus (1995),113862,1995,127983455.05,143,35650000.0
896,My Family (1995),113896,1995,17173028.15,128,8525000.0
897,The Net (1995),113957,1995,78628345.75,114,34100000.0
898,Nine Months (1995),113986,1995,108011024.6,103,69750000.0
899,Nixon (1995),113987,1995,21206735.75,192,68200000.0
900,Now and Then (1995),114011,1995,42024109.95,100,18600000.0
901,Othello (1995),114057,1995,4408787.45,123,17050000.0
902,Outbreak (1995),114069,1995,104872318.0,127,77500000.0
903,The Perez Family (1995),114113,1995,4390880.3,113,17050000.0
904,Pocahontas (1995),114148,1995,219448648.15,81,85250000.0
905,Powder (1995),114168,1995,47836341.8,111,31000000.0
906,The Prophecy (1995),114194,1995,24979610.9,98,12400000.0
907,The Quick and the Dead (1995),114214,1995,28886632.35,107,49600000.0
908,Restoration (1995),114272,1995,6209208.55,117,29450000.0
909,Richard III (1995),114279,1995,4161601.2,104,9300000.0
910,Rob Roy (1995),114287,1995,48975212.05,139,43400000.0
911,Roommates (1995),114296,1995,18750165.55,108,34100000.0
912,Sabrina (1995),114319,1995,83191724.0,127,89900000.0
913,The Scarlet Letter (1995),114345,1995,16092730.85,135,71300000.0
914,Se7en (1995),114369,1995,155193750.0,127,51150000.0
915,Search and Destroy (1995),114371,1995,603729.65,90,6200000.0
916,Sense and Sensibility (1995),114388,1995,66933302.8,131,25575000.0
917,Smoke (1995),114478,1995,12969835.8,112,10850000.0
918,Something to Talk About (1995),114496,1995,78841662.95,106,46500000.0
919,Species (1995),114508,1995,93114859.65,108,54250000.0
920,The Stars Fell on Henrietta (1995),114534,1995,153942.9,109,20150000.0
921,Steal Big Steal Little (1995),114536,1995,4882763.5,135,54250000.0
922,Strange Days (1995),114558,1995,12336901.05,145,65100000.0
923,Tank Girl (1995),114614,1995,6299967.25,104,38750000.0
924,Things to Do in Denver When You're Dead (1995),114660,1995,821137.3,115,10850000.0
925,To Die For (1995),114681,1995,32990996.7,106,31000000.0
926,Tommy Boy (1995),114694,1995,50653843.45,97,38750000.0
927,Toy Story (1995),114709,1995,297284161.15,81,46500000.0
928,Twelve Monkeys (1995),114746,1995,88569261.45,129,44950000.0
929,Underneath (1995),114788,1995,830835.65,99,10075000.0
930,The Usual Suspects (1995),114814,1995,36179430.4,106,9300000.0
931,Vampire in Brooklyn (1995),114825,1995,30615190.8,100,31000000.0
932,Virtuosity (1995),114857,1995,37273896.25,106,46500000.0
933,Waiting to Exhale (1995),114885,1995,103930841.8,124,24800000.0
934,Waterworld (1995),114898,1995,136781641.0,135,271250000.0
935,While You Were Sleeping (1995),114924,1995,125638374.8,103,26350000.0
936,White Man's Burden (1995),114928,1995,5789048.5,89,10850000.0
937,Wild Bill (1995),114938,1995,3400672.1,98,46500000.0
938,101 Dalmatians (1996),115433,1996,205645833.94,103,81540000.0
939,The Adventures of Pinocchio (1996),115472,1996,22792740.3,96,37750000.0
940,Albino Alligator (1996),115495,1996,492725.08,97,7550000.0
941,The Arrival (1996),115571,1996,21235629.81,115,37750000.0
942,The Associate (1996),115580,1996,19394526.07,114,34730000.0
943,Bad Moon (1996),115610,1996,1593842.75,80,10570000.0
944,Basquiat (1996),115632,1996,4546904.45,108,4983000.0
945,Beautiful Girls (1996),115639,1996,16002616.09,112,30200000.0
946,Bed of Roses (1996),115644,1996,28736343.41,87,37750000.0
947,Before and After (1996),115645,1996,13284736.89,108,52850000.0
948,Big Night (1996),115678,1996,18132647.76,109,6191000.0
949,The Birdcage (1996),115685,1996,187331435.03,117,46810000.0
950,Blood and Wine (1996),115710,1996,1623684.88,101,33220000.0
951,Bogus (1996),115725,1996,6579683.06,110,45300000.0
952,Bound (1996),115736,1996,5741412.6,108,6795000.0
953,Broken Arrow (1996),115759,1996,106379500.0,108,75500000.0
954,Carpool (1996),115836,1996,5021733.01,89,25670000.0
955,Chain Reaction (1996),115857,1996,32051568.04,107,75500000.0
956,The Chamber (1996),115862,1996,21972552.09,113,75500000.0
957,Citizen Ruth (1996),115906,1996,430519.12,106,4530000.0
958,City Hall (1996),115907,1996,30713708.04,111,60400000.0
959,Courage Under Fire (1996),115956,1996,89136896.07,116,69460000.0
960,Crash (1996),115964,1996,4784676.6,100,13590000.0
961,The Crucible (1996),115988,1996,11088102.14,124,37750000.0
962,Daylight (1996),116040,1996,49865438.19,114,120800000.0
963,Dear God (1996),116059,1996,10779169.73,112,33220000.0
964,Diabolique (1996),116095,1996,25670000.0,107,67950000.0
965,Down Periscope (1996),116130,1996,38936260.53,92,46810000.0
966,DragonHeart (1996),116136,1996,77564736.25,103,86070000.0
967,Eddie (1996),116168,1996,47394617.64,100,45300000.0
968,Emma (1996),116191,1996,33569803.58,116,9060000.0
969,The English Patient (1996),116209,1996,118801401.75,162,40770000.0
970,Eraser (1996),116213,1996,152956298.62,115,151000000.0
971,Escape from L.A. (1996),116225,1996,38470821.15,101,75500000.0
972,The Evening Star (1996),116240,1996,19279400.65,129,30200000.0
973,Everyone Says I Love You (1996),116242,1996,14736392.0,101,30200000.0
974,Executive Decision (1996),116253,1996,85419516.16,133,83050000.0
975,Extreme Measures (1996),116259,1996,26243990.26,118,57380000.0
976,Eye for an Eye (1996),116260,1996,40585159.39,101,30200000.0
977,Faithful (1996),116269,1996,3177702.89,91,19630000.0
978,The Fan (1996),116277,1996,28125892.69,116,83050000.0
979,Fargo (1996),116282,1996,37164082.25,98,10570000.0
980,Fear (1996),116287,1996,31454810.0,97,22650000.0
981,The First Wives Club (1996),116313,1996,159288696.53,103,39260000.0
982,Fled (1996),116320,1996,25961778.81,98,37750000.0
983,Flirting with Disaster (1996),116324,1996,22200681.38,92,10570000.0
984,Fly Away Home (1996),116329,1996,37967165.18,107,22650000.0
985,Freeway (1996),116361,1996,446194.43,110,4530000.0
986,From Dusk Till Dawn (1996),116367,1996,39013290.16,108,28690000.0
987,The Funeral (1996),116378,1996,1853259.24,99,18875000.0
988,The Ghost and the Darkness (1996),116409,1996,58315301.55,109,83050000.0
989,Ghosts of Mississippi (1996),116410,1996,20117947.44,130,54360000.0
990,Hamlet (1996),116477,1996,6665947.85,242,27180000.0
991,Heaven's Prisoners (1996),116508,1996,7564050.55,132,37750000.0
992,Homeward Bound II: Lost in San Francisco (1996),116552,1996,49486462.92,89,45300000.0
993,The Hunchback of Notre Dame (1996),116583,1996,151209665.01,91,151000000.0
994,Independence Day (1996),116629,1996,462315594.68,145,113250000.0
995,The Island of Dr. Moreau (1996),116654,1996,41772612.82,96,60400000.0
996,Jack (1996),116669,1996,88517669.23,113,67950000.0
997,James and the Giant Peach (1996),116683,1996,43708651.77,79,57380000.0
998,Jerry Maguire (1996),116695,1996,232468413.92,139,75500000.0
999,Jude (1996),116722,1996,611767.44,123,10570000.0
1000,The Juror (1996),116731,1996,34359634.75,118,66440000.0
1001,Kansas City (1996),116745,1996,2048056.79,116,28690000.0
1002,Kingpin (1996),116778,1996,37785385.34,113,40770000.0
1003,Larger Than Life (1996),116823,1996,12556696.43,93,45300000.0
1004,Last Man Standing (1996),116830,1996,27355049.77,101,101170000.0
1005,Lone Star (1996),116905,1996,18737568.86,135,7550000.0
1006,The Long Kiss Goodnight (1996),116908,1996,50505894.12,121,98150000.0
1007,Lost Highway (1997),116922,1997,5402545.47,134,22050000.0
1008,Mad Dog Time (1996),116953,1996,162889.74,93,12080000.0
1009,Mars Attacks! (1996),116996,1996,57034235.67,106,105700000.0
1010,Marvin's Room (1996),116999,1996,19332990.55,98,34730000.0
1011,Mary Reilly (1996),117002,1996,8617711.94,108,70970000.0
1012,Michael (1996),117038,1996,143930486.53,105,61910000.0
1013,Michael Collins (1996),117039,1996,16749764.09,133,37750000.0
1014,The Mirror Has Two Faces (1996),117057,1996,62036634.64,126,63420000.0
1015,Mission: Impossible (1996),117060,1996,273282602.56,110,120800000.0
1016,Moll Flanders (1996),117071,1996,5265305.07,123,9060000.0
1017,Mother Night (1996),117093,1996,609588.51,114,9060000.0
1018,Mr. Wrong (1996),117102,1996,19365962.91,96,28690000.0
1019,Mrs. Winterbourne (1996),117104,1996,15223827.55,105,37750000.0
1020,Mulholland Falls (1996),117107,1996,17404409.49,107,43790000.0
1021,Multiplicity (1996),117108,1996,31823271.14,117,67950000.0
1022,My Fellow Americans (1996),117119,1996,33692933.51,101,32465000.0
1023,The Nutty Professor (1996),117218,1996,194509168.69,95,81540000.0
1024,One Fine Day (1996),117247,1996,69688695.54,108,52850000.0
1025,The Pallbearer (1996),117283,1996,8541145.88,98,12080000.0
1026,The People vs. Larry Flynt (1996),117318,1996,30653581.35,129,54360000.0
1027,The Phantom (1996),117331,1996,26158222.26,100,67950000.0
1028,Phenomenon (1996),117333,1996,158000936.82,123,48320000.0
1029,The Preacher's Wife (1996),117372,1996,72635220.45,123,60400000.0
1030,Primal Fear (1996),117381,1996,84735436.33,129,45300000.0
1031,Ransom (1996),117438,1996,206103948.31,121,120800000.0
1032,The Rock (1996),117500,1996,202444961.61,136,113250000.0
1033,Romeo + Juliet (1996),117509,1996,69990530.95,120,21895000.0
1034,The Secret Agent (1996),117582,1996,160975.06,95,10570000.0
1035,Secrets & Lies (1996),117589,1996,20260110.92,142,6795000.0
1036,Set It Off (1996),117603,1996,55056319.89,123,13590000.0
1037,Sgt. Bilko (1996),117608,1996,45838757.43,93,58890000.0
1038,Sleepers (1996),117665,1996,80506080.35,147,66440000.0
1039,The Spitfire Grill (1996),117718,1996,19114313.86,117,9060000.0
1040,Spy Hard (1996),117723,1996,40709888.41,81,27180000.0
1041,Stealing Beauty (1996),117737,1996,6905728.3,118,15100000.0
1042,Striptease (1996),117765,1996,49995711.93,115,60400000.0
1043,Surviving Picasso (1996),117791,1996,3052235.48,125,24160000.0
1044,That Thing You Do! (1996),117887,1996,39044698.16,108,39260000.0
1045,A Time to Kill (1996),117913,1996,164236670.57,149,60400000.0
1046,Tin Cup (1996),117918,1996,81320427.88,135,67950000.0
1047,The Trigger Effect (1996),117965,1996,5470698.29,94,12080000.0
1048,The Truth About Cats & Dogs (1996),117979,1996,52641328.57,97,15100000.0
1049,Twelfth Night or What You Will (1996),117991,1996,832832.95,134,7550000.0
1050,Twister (1996),117998,1996,364999501.24,113,138920000.0
1051,Unforgettable (1996),118040,1996,4260723.21,117,27180000.0
1052,Up Close & Personal (1996),118055,1996,77143944.55,124,90600000.0
1053,White Squall (1996),118158,1996,15541373.0,129,57380000.0
1054,The Whole Wide World (1996),118163,1996,567393.07,111,1963000.0
1055,One Eight Seven (1997),118531,1997,8402637.6,119,29400000.0
1056,8 Heads in a Duffel Bag (1997),118541,1997,5296239.48,95,4410000.0
1057,Absolute Power (1997),118548,1997,73600415.7,121,73500000.0
1058,Addicted to Love (1997),118556,1997,50969449.65,100,51450000.0
1059,Affliction (1997),118564,1997,9264166.38,114,8820000.0
1060,Air Force One (1997),118571,1997,254245921.23,124,124950000.0
1061,Alien: Resurrection (1997),118583,1997,70259617.26,109,110250000.0
1062,Amistad (1997),118607,1997,65017278.27,155,52920000.0
1063,Anaconda (1997),118615,1997,96852077.49,89,66150000.0
1064,The Apostle (1997),118632,1997,29206480.38,134,7350000.0
1065,Apt Pupil (1998),118636,1998,12851629.85,111,20300000.0
1066,The Avengers (1998),118661,1998,33818106.4,89,87000000.0
1067,B*A*P*S (1997),118663,1997,10644030.39,91,14700000.0
1068,Baby Geniuses (1999),118665,1999,38696045.12,97,17040000.0
1069,Batman & Robin (1997),118688,1997,157768036.65,125,183750000.0
1070,Bean (1997),118689,1997,66619551.81,89,26460000.0
1071,The Big Lebowski (1998),118715,1998,25305215.85,117,21750000.0
1072,Hush (1998),118744,1998,19696350.5,96,29000000.0
1073,Blues Brothers 2000 (1998),118747,1998,20374506.8,123,40600000.0
1074,Boogie Nights (1997),118749,1997,38808940.8,155,22050000.0
1075,Booty Call (1997),118750,1997,29474052.72,79,14700000.0
1076,The Borrowers (1997),118755,1997,32868160.71,89,42630000.0
1077,Breakdown (1997/I),118771,1997,73689903.42,93,52920000.0
1078,Buffalo '66 (1998),118789,1998,3443890.65,110,2175000.0
1079,Bulworth (1998),118798,1998,38465868.25,108,43500000.0
1080,City of Industry (1997),118859,1997,2305339.26,97,11760000.0
1081,Clay Pigeons (1998),118863,1998,2601424.7,104,11600000.0
1082,Con Air (1997),118880,1997,148642832.31,115,110250000.0
1083,Conspiracy Theory (1997),118883,1997,111694765.98,135,110250000.0
1084,Contact (1997),118884,1997,148352883.63,150,132300000.0
1085,Cop Land (1997),118887,1997,65947414.89,104,22050000.0
1086,Dangerous Beauty (1998),118892,1998,6602242.95,111,11600000.0
1087,Critical Care (1997),118901,1997,325153.71,107,17640000.0
1088,Dark City (1998),118929,1998,20848579.95,100,39150000.0
1089,Deconstructing Harry (1997),118954,1997,15709656.27,96,29400000.0
1090,Desperate Measures (1998),118966,1998,20018898.65,100,72500000.0
1091,Devil's Advocate (1997),118971,1997,89588650.2,144,83790000.0
1092,The Devil's Own (1997),118972,1997,63016471.56,107,132300000.0
1093,Doctor Dolittle (1998),118998,1998,209027077.25,85,103675000.0
1094,Donnie Brasco (1997),119008,1997,61607350.14,127,51450000.0
1095,Double Team (1997),119013,1997,16814355.39,93,44100000.0
1096,Onegin (1999),119079,1999,292701.76,106,19880000.0
1097,Eve's Bayou (1997),119080,1997,21818310.36,109,8820000.0
1098,Event Horizon (1997),119081,1997,39209665.74,96,73500000.0
1099,Excess Baggage (1997),119086,1997,21337770.3,101,29400000.0
1100,Face/Off (1997),119094,1997,165045934.62,138,117600000.0
1101,FairyTale: A True Story (1997),119095,1997,20633286.03,99,29400000.0
1102,Fallen (1998),119099,1998,36586819.05,124,43500000.0
1103,Fathers' Day (1997),119109,1997,42129617.88,98,124950000.0
1104,Fierce Creatures (1997),119115,1997,13790452.2,93,36750000.0
1105,The Fifth Element (1997),119116,1997,93403829.4,126,136710000.0
1106,Flubber (1997),119137,1997,136676522.22,93,117600000.0
1107,Fools Rush In (1997),119141,1997,43337699.16,109,29400000.0
1108,For Richer or Poorer (1997),119142,1997,46515202.65,115,51450000.0
1109,The Full Monty (1997),119164,1997,67546679.34,91,5145000.0
1110,G.I. Jane (1997),119173,1997,70808659.32,125,73500000.0
1111,The Game (1997),119174,1997,71035762.56,129,73500000.0
1112,Gattaca (1997),119177,1997,18423182.19,106,52920000.0
1113,George of the Jungle (1997),119190,1997,154736987.79,92,80850000.0
1114,The Gingerbread Man (1998),119196,1998,2431839.95,114,36250000.0
1115,Gone Fishin' (1997),119214,1997,29013290.04,94,77910000.0
1116,Good Will Hunting (1997),119217,1997,203497149.45,126,14700000.0
1117,Goodbye Lover (1998),119219,1998,2788438.45,102,29000000.0
1118,Great Expectations (1998),119223,1998,38309974.4,111,36250000.0
1119,Gridlock'd (1997),119225,1997,8189671.35,91,7350000.0
1120,Grosse Pointe Blank (1997),119229,1997,41284004.79,107,22050000.0
1121,Sydney (1996),119256,1996,336064.09,102,4530000.0
1122,Hercules (1997),119282,1997,145694788.47,93,124950000.0
1123,Hoodlum (1997),119311,1997,34543679.94,130,29400000.0
1124,Hope Floats (1998),119313,1998,87077132.75,114,43500000.0
1125,The Horse Whisperer (1998),119314,1998,109306166.35,170,87000000.0
1126,Hurlyburly (1998),119336,1998,2608349.9,122,21750000.0
1127,The Ice Storm (1997),119349,1997,11815949.67,112,26460000.0
1128,In & Out (1997),119360,1997,93869685.63,90,51450000.0
1129,Jackie Brown (1997),119396,1997,58319548.14,154,17640000.0
1130,Kicked in the Head (1997),119457,1997,151026.33,87,5880000.0
1131,Kiss the Girls (1997),119468,1997,88975973.31,115,39690000.0
1132,L.A. Confidential (1997),119488,1997,94986901.8,138,51450000.0
1133,The Last Time I Committed Suicide (1997),119502,1997,68152.14,92,5880000.0
1134,Lawn Dogs (1997),119506,1997,156249.24,101,10290000.0
1135,Your Friends & Neighbors (1998),119517,1998,6836254.1,100,7250000.0
1136,A Life Less Ordinary (1997),119535,1997,6419081.34,103,17640000.0
1137,Lolita (1997),119558,1997,1558282.32,137,85260000.0
1138,The Lost World: Jurassic Park (1997),119567,1997,336757418.13,129,107310000.0
1139,Mad City (1997),119592,1997,15496038.81,115,73500000.0
1140,Twilight (1998),119594,1998,21794561.4,94,29000000.0
1141,McHale's Navy (1997),119640,1997,6658869.21,108,45849300.0
1142,Meet Joe Black (1998),119643,1998,64697695.0,178,130500000.0
1143,Men in Black (1997),119654,1997,368515092.33,98,132300000.0
1144,Metro (1997),119664,1997,47040442.47,117,80850000.0
1145,Midnight in the Garden of Good and Evil (1997),119668,1997,36904724.85,155,51450000.0
1146,Mimic (1997),119675,1997,37456320.3,105,44100000.0
1147,Most Wanted (1997),119709,1997,9396160.62,99,36750000.0
1148,My Best Friend's Wedding (1997),119738,1997,186866442.63,105,55860000.0
1149,The Myth of Fingerprints (1997),119746,1997,768846.75,93,2940000.0
1150,Nothing to Lose (1997),119807,1997,65385657.33,98,36750000.0
1151,As Good as It Gets (1997),119822,1997,218262676.17,139,73500000.0
1152,One Night Stand (1997),119832,1997,3885185.01,102,35280000.0
1153,Out to Sea (1997),119848,1997,42662710.44,106,36750000.0
1154,Paradise Road (1997),119859,1997,2950437.0,122,23520000.0
1155,The Peacemaker (1997),119874,1997,60656815.8,124,73500000.0
1156,Picture Perfect (1997),119896,1997,46169573.31,105,27930000.0
1157,Playing God (1997),119906,1997,6125369.46,94,17640000.0
1158,The Postman (1997),119925,1997,25910563.98,177,117600000.0
1159,Prefontaine (1997),119937,1997,866276.88,106,11760000.0
1160,Primary Colors (1998),119942,1998,56551721.15,143,94250000.0
1161,Private Parts (1997),119951,1997,60609274.53,109,41160000.0
1162,The Rainmaker (1997),119978,1997,67409396.04,135,58800000.0
1163,The Relic (1997),120004,1997,49916213.76,110,58800000.0
1164,The Replacement Killers (1998),120008,1998,27847147.05,87,43500000.0
1165,Romy and Michele's High School Reunion (1997),120032,1997,42975968.91,92,29400000.0
1166,Rosewood (1997),120036,1997,19301613.03,140,36750000.0
1167,The Saint (1997),120053,1997,90204056.88,116,99960000.0
1168,Selena (1997),120094,1997,51864237.18,127,29400000.0
1169,Seven Years in Tibet (1997),120102,1997,55797792.54,136,102900000.0
1170,The Proposition (1998),120108,1998,214270.85,110,2900000.0
1171,She's So Lovely (1997),120112,1997,10703731.5,100,26460000.0
1172,A Simple Wish (1997),120133,1997,12267232.32,89,41160000.0
1173,The Sixth Man (1997),120142,1997,21622044.78,107,16170000.0
1174,Sliding Doors (1998),120148,1998,17170238.8,99,8700000.0
1175,A Smile Like Yours (1997),120151,1997,4895617.44,98,26460000.0
1176,Speed 2: Cruise Control (1997),120179,1997,71453857.02,121,235200000.0
1177,Sphere (1998),120184,1998,53679401.65,134,116000000.0
1178,Three Kings (1999),120188,1999,86125891.12,114,106500000.0
1179,Suicide Kings (1997),120241,1997,2488521.84,106,7350000.0
1180,The Sweet Hereafter (1997),120255,1997,4797469.95,112,7350000.0
1181,That Old Feeling (1997),120318,1997,24364038.72,105,44100000.0
1182,A Thousand Acres (1997),120323,1997,11667066.6,105,33810000.0
1183,A Simple Plan (1998),120324,1998,23658595.85,121,43500000.0
1184,Titanic (1997),120338,1997,968248283.94,194,294000000.0
1185,Toy Story 2 (1999),120363,1999,349110094.18,92,127800000.0
1186,Trial and Error (1997),120373,1997,19996161.57,98,36750000.0
1187,The Truman Show (1998),120382,1998,182146391.45,103,87000000.0
1188,U Turn (1997),120399,1997,9822684.06,125,27930000.0
1189,Ulee's Gold (1997),120402,1997,13467685.77,113,3969000.0
1190,Volcano (1997),120461,1997,72505497.96,104,132300000.0
1191,The Man Who Knew Too Little (1997),120483,1997,20164047.33,94,29400000.0
1192,The Waterboy (1998),120484,1998,234162886.7,90,33350000.0
1193,Welcome to Sarajevo (1997),120490,1997,491448.93,103,13230000.0
1194,Wide Awake (1998),120510,1998,409153.75,88,8700000.0
1195,Wilde (1997),120514,1997,3171820.47,118,14700000.0
1196,Celebrity (1998),120533,1998,7364057.0,113,17400000.0
1197,54 (1998),120577,1998,24297886.35,93,18850000.0
1198,All the Little Animals (1998),120584,1998,38509.1,112,5075000.0
1199,American History X (1998),120586,1998,9743802.8,119,29000000.0
1200,Antz (1998),120587,1998,131598901.35,83,152250000.0
1201,Armageddon (1998),120591,1998,292288363.9,151,203000000.0
1202,The Bachelor (1999),120596,1999,30899540.8,101,72420000.0
1203,Being John Malkovich (1999),120601,1999,32466306.32,112,18460000.0
1204,Beloved (1998),120603,1998,33136106.15,172,116000000.0
1205,The Big Hit (1998),120609,1998,39160357.35,91,18850000.0
1206,A Walk on the Moon (1999),120613,1999,6745937.2,107,19880000.0
1207,The Mummy (1999),120616,1999,220647392.96,125,113600000.0
1208,Breakfast of Champions (1999),120618,1999,253154.76,110,17040000.0
1209,A Bug's Life (1998),120623,1998,236057919.25,95,174000000.0
1210,EverAfter (1998),120631,1998,95273367.95,121,37700000.0
1211,City of Angels (1998),120632,1998,114093415.3,114,79750000.0
1212,A Civil Action (1998),120633,1998,82229472.45,115,108750000.0
1213,Meet the Deedles (1998),120645,1998,6316513.2,93,34800000.0
1214,The Deep End of the Ocean (1999),120646,1999,19736081.58,106,53960000.0
1215,Deep Impact (1998),120647,1998,203673762.8,120,108750000.0
1216,Dogma (1999),120655,1999,43527103.8,130,14200000.0
1217,Enemy of the State (1998),120660,1998,161747262.2,132,130500000.0
1218,Eyes Wide Shut (1999),120663,1999,79081515.36,159,92300000.0
1219,Fear and Loathing in Las Vegas (1998),120669,1998,15486398.75,118,26825000.0
1220,Frida (2002),120679,2002,33909350.0,123,15720000.0
1221,From Hell (2001),120681,2001,42031412.78,122,46550000.0
1222,Gloria (1999),120683,1999,5960775.18,108,42600000.0
1223,Gods and Monsters (1998),120684,1998,9354860.6,105,14500000.0
1224,Stepmom (1998),120686,1998,132149609.9,124,72500000.0
1225,The Green Mile (1999),120689,1999,194257951.08,189,85200000.0
1226,Halloween H20: 20 Years Later (1998),120694,1998,79810520.1,86,24650000.0
1227,Hard Rain (1998),120696,1998,28812322.15,97,101500000.0
1228,Holy Man (1998),120701,1998,17501092.55,114,87000000.0
1229,How Stella Got Her Groove Back (1998),120703,1998,54625764.45,124,29000000.0
1230,In Dreams (1999),120710,1999,17064663.98,100,42600000.0
1231,Jakob the Liar (1999),120716,1999,7038089.42,120,63900000.0
1232,Living Out Loud (1998),120722,1998,18713556.45,100,29000000.0
1233,The Last Days of Disco (1998),120728,1998,4379871.45,113,11600000.0
1234,The Lord of the Rings: The Fellowship of the Ring (2001),120737,2001,416774271.62,178,123690000.0
1235,Lost in Space (1998),120738,1998,100220562.05,130,116000000.0
1236,Jane Austen's Mafia! (1998),120741,1998,28829680.1,83,14500000.0
1237,The Man in the Iron Mask (1998/I),120744,1998,82604907.9,132,50750000.0
1238,The Mask of Zorro (1998),120746,1998,136438508.35,136,137750000.0
1239,Mercury Rising (1998),120749,1998,47756169.05,111,87000000.0
1240,Mighty Joe Young (1998),120751,1998,73416453.65,114,130500000.0
1241,Mission: Impossible II (2000),120755,2000,295111547.93,123,171250000.0
1242,The Mod Squad (1999),120757,1999,18834870.06,92,71000000.0
1243,Mulan (1998),120762,1998,174899368.3,88,101500000.0
1244,The Negotiator (1998),120768,1998,64594137.45,140,72500000.0
1245,The Newton Boys (1998),120769,1998,15155417.4,113,39150000.0
1246,The Odd Couple II (1998),120773,1998,27422875.6,97,31900000.0
1247,One Man's Hero (1999),120775,1999,340895.14,121,16117000.0
1248,One True Thing (1998),120776,1998,33706468.0,127,43500000.0
1249,Out of Sight (1998),120780,1998,54465723.6,123,69600000.0
1250,Payback (1999/I),120784,1999,115767091.82,100,127800000.0
1251,A Perfect Murder (1998),120787,1998,98075633.6,107,87000000.0
1252,Pleasantville (1998),120789,1998,58847410.45,124,87000000.0
1253,Practical Magic (1998),120791,1998,67690896.65,104,108750000.0
1254,The Prince of Egypt (1998),120794,1998,147049122.6,99,101500000.0
